"","trait","h2_estimate","is_heritable","dataset","simple_name"
"374","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.",2.09e-13,"NS","Yatsunenko 2012","g_Prevotella"
"375","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.g__.Prevotella.",0.331823998,"NS","Turnbaugh 2009","g_Prevotella"
"376","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella",3.5e-12,"NS","Goodrich 2014","g_Prevotella"
"377","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella",0.060166632,"NS","Turnbaugh 2009","g_Prevotella"
"378","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella",0.06667786,"NS","Yatsunenko 2012","g_Prevotella"
"379","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Proteus",0.008638806,"NS","Yatsunenko 2012","g_Proteus"
"380","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Providencia",0.279514608,"NS","Yatsunenko 2012","g_Providencia"
"381","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium",1.14e-14,"NS","Yatsunenko 2012","g_Pseudoramibacter_Eubacterium"
"382","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4",0.273987536,"NS","Yatsunenko 2012","g_rc4.4"
"383","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia",6.25e-16,"NS","Goodrich 2014","g_Roseburia"
"384","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia",0.404922807,"NS","Turnbaugh 2009","g_Roseburia"
"385","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia",3.42e-15,"NS","Yatsunenko 2012","g_Roseburia"
"386","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia",0.441745195,"heritable","Yatsunenko 2012","g_Rothia"
"387","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.",4.32e-12,"NS","Goodrich 2014","g_Ruminococcus"
"388","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.",0.124177764,"NS","Turnbaugh 2009","g_Ruminococcus"
"389","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.",0.038769737,"NS","Yatsunenko 2012","g_Ruminococcus"
"390","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus",0.096322338,"NS","Goodrich 2014","g_Ruminococcus"
"391","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus",2.78e-14,"NS","Turnbaugh 2009","g_Ruminococcus"
"392","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus",9.41e-13,"NS","Yatsunenko 2012","g_Ruminococcus"
"393","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Sarcina",0.162209861,"NS","Goodrich 2014","g_Sarcina"
"394","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Sarcina",1.47e-13,"NS","Yatsunenko 2012","g_Sarcina"
"395","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia",0.297930538,"NS","Yatsunenko 2012","g_Scardovia"
"396","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Serratia",0.178668675,"heritable","Yatsunenko 2012","g_Serratia"
"397","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53",1.63e-11,"NS","Goodrich 2014","g_SMB53"
"398","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53",0.017101245,"NS","Turnbaugh 2009","g_SMB53"
"399","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53",0,"NS","Yatsunenko 2012","g_SMB53"
"400","k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium",2.69e-38,"NS","Yatsunenko 2012","g_Sphingobacterium"
"401","k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus",0,"NS","Yatsunenko 2012","g_Staphylococcus"
"402","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",0,"NS","Goodrich 2014","g_Streptococcus"
"403","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",0.264996692,"NS","Turnbaugh 2009","g_Streptococcus"
"404","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",0.589932563,"heritable","Yatsunenko 2012","g_Streptococcus"
"405","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella",1.26e-15,"NS","Goodrich 2014","g_Sutterella"
"406","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella",0.049493107,"NS","Turnbaugh 2009","g_Sutterella"
"407","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella",0,"NS","Yatsunenko 2012","g_Sutterella"
"408","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Trichococcus",0.114085759,"NS","Yatsunenko 2012","g_Trichococcus"
"409","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter",0.20776766,"NS","Goodrich 2014","g_Turicibacter"
"410","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter",0.345932564,"NS","Yatsunenko 2012","g_Turicibacter"
"411","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Varibaculum",0.124255215,"NS","Yatsunenko 2012","g_Varibaculum"
"412","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella",0.030109328,"NS","Goodrich 2014","g_Veillonella"
"413","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella",2.26e-14,"NS","Yatsunenko 2012","g_Veillonella"
"414","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__WAL_1855D",0.017231871,"NS","Yatsunenko 2012","g_WAL_1855D"
"415","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",0.2508156,"NS","Goodrich 2014","o_Actinomycetales"
"416","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",0.19615621,"NS","Yatsunenko 2012","o_Actinomycetales"
"417","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales",0.322429277,"NS","Yatsunenko 2012","o_Aeromonadales"
"418","k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales",0.201960378,"NS","Yatsunenko 2012","o_Bacillales"
"419","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",2.73e-13,"NS","Goodrich 2014","o_Bacteroidales"
"420","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",0.017369479,"NS","Turnbaugh 2009","o_Bacteroidales"
"421","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",1.04e-11,"NS","Yatsunenko 2012","o_Bacteroidales"
"422","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",0.328301166,"heritable","Goodrich 2014","o_Bifidobacteriales"
"423","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",5.64e-13,"NS","Yatsunenko 2012","o_Bifidobacteriales"
"424","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales",6.11e-12,"NS","Goodrich 2014","o_Burkholderiales"
"425","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales",0.031223074,"NS","Turnbaugh 2009","o_Burkholderiales"
"426","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales",1.66e-16,"NS","Yatsunenko 2012","o_Burkholderiales"
"427","k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales",2.85e-13,"NS","Yatsunenko 2012","o_Campylobacterales"
"428","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales",0,"NS","Goodrich 2014","o_Clostridiales"
"429","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales",1.48e-08,"NS","Turnbaugh 2009","o_Clostridiales"
"430","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales",0,"NS","Yatsunenko 2012","o_Clostridiales"
"431","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.009367023,"NS","Goodrich 2014","o_Coriobacteriales"
"432","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",3.58e-13,"NS","Turnbaugh 2009","o_Coriobacteriales"
"433","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.267011474,"NS","Yatsunenko 2012","o_Coriobacteriales"
"434","k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales",7.32e-13,"NS","Yatsunenko 2012","o_Cytophagales"
"435","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales",0.172131057,"NS","Goodrich 2014","o_Desulfovibrionales"
"436","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales",0.147158929,"NS","Turnbaugh 2009","o_Desulfovibrionales"
"437","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales",5.02e-13,"NS","Yatsunenko 2012","o_Desulfovibrionales"
"438","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales",0.195780525,"NS","Goodrich 2014","o_Enterobacteriales"
"439","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales",0.247772138,"NS","Yatsunenko 2012","o_Enterobacteriales"
"440","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales",5.72e-14,"NS","Goodrich 2014","o_Erysipelotrichales"
"441","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales",0.188108651,"NS","Turnbaugh 2009","o_Erysipelotrichales"
"442","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales",0.396351725,"NS","Yatsunenko 2012","o_Erysipelotrichales"
"443","k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales",0.407830918,"heritable","Yatsunenko 2012","o_Fusobacteriales"
"444","k__Bacteria.p__Firmicutes.c__Bacilli.o__Gemellales",0.468643335,"heritable","Yatsunenko 2012","o_Gemellales"
"445","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales",5.14e-13,"NS","Goodrich 2014","o_Lactobacillales"
"446","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales",1.12e-15,"NS","Turnbaugh 2009","o_Lactobacillales"
"447","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales",0.565272939,"heritable","Yatsunenko 2012","o_Lactobacillales"
"448","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",0.229821271,"NS","Goodrich 2014","o_Methanobacteriales"
"449","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",0.23615634,"NS","Yatsunenko 2012","o_Methanobacteriales"
"450","k__Bacteria.p__Tenericutes.c__RF3.o__ML615J.28",0.252833617,"heritable","Goodrich 2014","o_ML615J.28"
"451","k__Bacteria.p__Tenericutes.c__RF3.o__ML615J.28",0.53309269,"NS","Yatsunenko 2012","o_ML615J.28"
"452","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales",0.387140618,"NS","Yatsunenko 2012","o_Neisseriales"
"453","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales",1.18e-12,"NS","Goodrich 2014","o_Pasteurellales"
"454","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales",0.323960773,"NS","Yatsunenko 2012","o_Pasteurellales"
"455","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales",0.172363186,"NS","Yatsunenko 2012","o_Pseudomonadales"
"456","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32",0.128589745,"NS","Goodrich 2014","o_RF32"
"457","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32",0.398622792,"NS","Yatsunenko 2012","o_RF32"
"458","k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39",0.234128887,"NS","Goodrich 2014","o_RF39"
"459","k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39",0.66184098,"heritable","Yatsunenko 2012","o_RF39"
"460","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales",1.27e-14,"NS","Yatsunenko 2012","o_Rhizobiales"
"461","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Rhodocyclales",0.148286578,"NS","Yatsunenko 2012","o_Rhodocyclales"
"462","k__Bacteria.p__Firmicutes.c__Clostridia.o__SHA.98",0.296746912,"heritable","Goodrich 2014","o_SHA.98"
"463","k__Bacteria.p__Firmicutes.c__Clostridia.o__SHA.98",0.744301515,"heritable","Yatsunenko 2012","o_SHA.98"
"464","k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales",7.13e-11,"NS","Yatsunenko 2012","o_Sphingobacteriales"
"465","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiohalorhabdales",0.075897594,"NS","Yatsunenko 2012","o_Thiohalorhabdales"
"466","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales",0.20776766,"NS","Goodrich 2014","o_Turicibacterales"
"467","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales",0.345932564,"NS","Yatsunenko 2012","o_Turicibacterales"
"468","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales",0.125668171,"NS","Goodrich 2014","o_Verrucomicrobiales"
"469","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales",0.597280307,"NS","Yatsunenko 2012","o_Verrucomicrobiales"
"470","k__Bacteria.p__Lentisphaerae.c__.Lentisphaeria..o__Victivallales",0.083777511,"NS","Yatsunenko 2012","o_Victivallales"
"471","k__Bacteria.p__Actinobacteria",0.284519742,"NS","Goodrich 2014","p_Actinobacteria"
"472","k__Bacteria.p__Actinobacteria",1.57e-13,"NS","Turnbaugh 2009","p_Actinobacteria"
"473","k__Bacteria.p__Actinobacteria",6.44e-14,"NS","Yatsunenko 2012","p_Actinobacteria"
"474","k__Bacteria.p__Bacteroidetes",5.84e-12,"NS","Goodrich 2014","p_Bacteroidetes"
"475","k__Bacteria.p__Bacteroidetes",0.017369479,"NS","Turnbaugh 2009","p_Bacteroidetes"
"476","k__Bacteria.p__Bacteroidetes",3.57e-10,"NS","Yatsunenko 2012","p_Bacteroidetes"
"477","k__Bacteria.p__Cyanobacteria",0.066789984,"NS","Goodrich 2014","p_Cyanobacteria"
"478","k__Bacteria.p__Cyanobacteria",0.433659193,"NS","Yatsunenko 2012","p_Cyanobacteria"
"479","k__Archaea.p__Euryarchaeota",0.287704899,"NS","Goodrich 2014","p_Euryarchaeota"
"480","k__Archaea.p__Euryarchaeota",0.229486846,"NS","Yatsunenko 2012","p_Euryarchaeota"
"481","k__Bacteria.p__Firmicutes",0,"NS","Goodrich 2014","p_Firmicutes"
"482","k__Bacteria.p__Firmicutes",2.68e-14,"NS","Turnbaugh 2009","p_Firmicutes"
"483","k__Bacteria.p__Firmicutes",0.047619592,"NS","Yatsunenko 2012","p_Firmicutes"
"484","k__Bacteria.p__Fusobacteria",0.407830918,"heritable","Yatsunenko 2012","p_Fusobacteria"
"485","k__Bacteria.p__Lentisphaerae",0.083777511,"NS","Yatsunenko 2012","p_Lentisphaerae"
"486","k__Bacteria.p__Proteobacteria",4.91e-12,"NS","Goodrich 2014","p_Proteobacteria"
"487","k__Bacteria.p__Proteobacteria",9.59e-12,"NS","Turnbaugh 2009","p_Proteobacteria"
"488","k__Bacteria.p__Proteobacteria",0.054529074,"NS","Yatsunenko 2012","p_Proteobacteria"
"489","k__Bacteria.p__Tenericutes",0.264666897,"heritable","Goodrich 2014","p_Tenericutes"
"490","k__Bacteria.p__Tenericutes",0.635976465,"heritable","Yatsunenko 2012","p_Tenericutes"
"491","k__Bacteria.p__TM7",0.179325293,"NS","Yatsunenko 2012","p_TM7"
"492","k__Bacteria.p__Verrucomicrobia",0.118354158,"NS","Goodrich 2014","p_Verrucomicrobia"
"493","k__Bacteria.p__Verrucomicrobia",0.597320809,"NS","Yatsunenko 2012","p_Verrucomicrobia"
"494","k__Bacteria.p__Cyanobacteria.c__4C0d.2",0.116787099,"NS","Goodrich 2016","c_4C0d.2"
"495","k__Bacteria.p__Actinobacteria.c__Actinobacteria",0.307150115,"heritable","Goodrich 2016","c_Actinobacteria"
"496","k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria",0.096744114,"NS","Goodrich 2016","c_Alphaproteobacteria"
"497","k__Bacteria.p__Firmicutes.c__Bacilli",0.03226148,"NS","Goodrich 2016","c_Bacilli"
"498","k__Bacteria.p__Bacteroidetes.c__Bacteroidia",0.077550931,"NS","Goodrich 2016","c_Bacteroidia"
"499","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria",2.51e-11,"NS","Goodrich 2016","c_Betaproteobacteria"
"500","k__Bacteria.p__Cyanobacteria.c__Chloroplast",0.072692217,"NS","Goodrich 2016","c_Chloroplast"
"501","k__Bacteria.p__Firmicutes.c__Clostridia",0.02951159,"NS","Goodrich 2016","c_Clostridia"
"502","k__Bacteria.p__Actinobacteria.c__Coriobacteriia",0.095547097,"NS","Goodrich 2016","c_Coriobacteriia"
"503","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria",0.190701986,"NS","Goodrich 2016","c_Deltaproteobacteria"
"504","k__Bacteria.p__Firmicutes.c__Erysipelotrichi",5.21e-13,"NS","Goodrich 2016","c_Erysipelotrichi"
"505","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria",0.169828844,"NS","Goodrich 2016","c_Gammaproteobacteria"
"506","k__Archaea.p__Euryarchaeota.c__Methanobacteria",0.23655668,"NS","Goodrich 2016","c_Methanobacteria"
"507","k__Bacteria.p__Tenericutes.c__Mollicutes",0.31507938,"heritable","Goodrich 2016","c_Mollicutes"
"508","k__Bacteria.p__Tenericutes.c__RF3",0.296247121,"heritable","Goodrich 2016","c_RF3"
"509","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae",0.139382598,"NS","Goodrich 2016","c_Verrucomicrobiae"
"510","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae",0.218548889,"NS","Goodrich 2016","f_Actinomycetaceae"
"511","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae",1.25e-11,"NS","Goodrich 2016","f_Alcaligenaceae"
"512","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",0.034349331,"NS","Goodrich 2016","f_Bacteroidaceae"
"513","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.",0.086651749,"NS","Goodrich 2016","f_Barnesiellaceae"
"514","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae",0.315555364,"heritable","Goodrich 2016","f_Bifidobacteriaceae"
"515","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae",0.415497685,"heritable","Goodrich 2016","f_Christensenellaceae"
"516","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae",0.298202233,"heritable","Goodrich 2016","f_Clostridiaceae"
"517","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",0.095547097,"NS","Goodrich 2016","f_Coriobacteriaceae"
"518","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae",0.308711403,"heritable","Goodrich 2016","f_Dehalobacteriaceae"
"519","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae",0.190736659,"NS","Goodrich 2016","f_Desulfovibrionaceae"
"520","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae",0.181454504,"NS","Goodrich 2016","f_Enterobacteriaceae"
"521","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae",5.21e-13,"NS","Goodrich 2016","f_Erysipelotrichaceae"
"522","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae",0.088464991,"NS","Goodrich 2016","f_Eubacteriaceae"
"523","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae",0.157143845,"NS","Goodrich 2016","f_Lachnospiraceae"
"524","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae",0.042545322,"NS","Goodrich 2016","f_Lactobacillaceae"
"525","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae",0.23655668,"NS","Goodrich 2016","f_Methanobacteriaceae"
"526","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.",0.158845619,"NS","Goodrich 2016","f_Mogibacteriaceae"
"527","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.",0.099824301,"NS","Goodrich 2016","f_Odoribacteraceae"
"528","k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae",0.216010345,"NS","Goodrich 2016","f_Oxalobacteraceae"
"529","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.",3.2e-13,"NS","Goodrich 2016","f_Paraprevotellaceae"
"530","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae",0.199445668,"NS","Goodrich 2016","f_Pasteurellaceae"
"531","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae",0.215362956,"NS","Goodrich 2016","f_Peptococcaceae"
"532","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae",0.32946193,"heritable","Goodrich 2016","f_Peptostreptococcaceae"
"533","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae",0.083548978,"NS","Goodrich 2016","f_Porphyromonadaceae"
"534","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae",0.056438985,"NS","Goodrich 2016","f_Prevotellaceae"
"535","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae",1.36e-13,"NS","Goodrich 2016","f_Rikenellaceae"
"536","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae",0.190599348,"NS","Goodrich 2016","f_Ruminococcaceae"
"537","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae",6.24e-13,"NS","Goodrich 2016","f_Streptococcaceae"
"538","k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae",0.394285926,"heritable","Goodrich 2016","f_Turicibacteraceae"
"539","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae",0.01199291,"NS","Goodrich 2016","f_Veillonellaceae"
"540","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae",0.139382598,"NS","Goodrich 2016","f_Verrucomicrobiaceae"
"541","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces",0.203753169,"NS","Goodrich 2016","g_Actinomyces"
"542","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia",0.048727377,"NS","Goodrich 2016","g_Adlercreutzia"
"543","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia",0.139382598,"NS","Goodrich 2016","g_Akkermansia"
"544","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis",1.7e-11,"NS","Goodrich 2016","g_Anaerofustis"
"545","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes",0.046019553,"NS","Goodrich 2016","g_Anaerostipes"
"546","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus",0.122783594,"NS","Goodrich 2016","g_Anaerotruncus"
"547","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides",0.034303071,"NS","Goodrich 2016","g_Bacteroides"
"548","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium",0.314372129,"heritable","Goodrich 2016","g_Bifidobacterium"
"549","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila",0.175501679,"NS","Goodrich 2016","g_Bilophila"
"550","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia",0.300725295,"heritable","Goodrich 2016","g_Blautia"
"551","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas",0.111343194,"NS","Goodrich 2016","g_Butyricimonas"
"552","k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__cc_115",0.330311418,"heritable","Goodrich 2016","g_cc_115"
"553","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium",0.244645008,"heritable","Goodrich 2016","g_Clostridium"
