"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","heritability","heritability_se","model_type_significance"
"410","asv_5971",0.207646345028275,"Positive",0.00508628795184171,"Positive",0.217291976862509,"Positive",0.0949409614992821,"Positive",0.0569577818722166,0.0145522891579057,"sig"
"411","asv_6881",0.239985249432789,"Positive",0.00337511267928109,"Positive",0.216110922083458,"Positive",0.063928439588735,"Positive",0.0566714579475027,0.0121747718357383,"sig"
"412","asv_6951",0.41793813297798,"Positive",0.0358291259263666,"Positive",0.243604564115124,"Positive",0.318570029087913,"Positive",0.0565740487173325,0.0198222444528637,"sig"
"413","asv_7257",0.43671608897028,"Positive",9.03553221199861e-08,"Boundary",0.234252417633299,"Positive",0.187444806097304,"Positive",0.0564679541004089,0.0166597630439725,"sig"
"414","asv_6442",0.292454385777683,"Positive",5.22225961111151e-08,"Boundary",0.217224688530995,"Positive",0.0594779403119918,"Positive",0.0562881180445662,0.0140185560244913,"sig"
"415","asv_6577",0.699474981214029,"Positive",1.2121852328008e-07,"Boundary",0.270139638355941,"Positive",0.583340587141005,"Positive",0.05577991537482,0.0244105129087896,"sig"
"416","asv_10630",0.221820248637578,"Positive",9.07067020941992e-08,"Boundary",0.209630419589637,"Positive",0.0615948813423616,"Positive",0.0554131352151298,0.0135722864506884,"sig"
"417","asv_6609",0.701845678194658,"Positive",0.0701152579449695,"Positive",0.241783461006212,"Positive",0.0777245658770028,"Positive",0.0551831961031175,0.0154125107588209,"sig"
"418","asv_2654",0.152057253091623,"Positive",6.25697617541597e-08,"Boundary",0.214555783721759,"Positive",0.233346042031614,"Positive",0.0551563077970341,0.0187597473023626,"sig"
"419","asv_5798",0.298010392642961,"Positive",5.39913271167965e-08,"Boundary",0.222302168992173,"Positive",0.263391810065741,"Positive",0.054570029084621,0.0186079400408636,"sig"
"420","asv_5463",0.390773711088353,"Positive",5.65178730668513e-07,"Boundary",0.216886941799075,"Positive",0.078670355130887,"Positive",0.0545444809635666,0.0132609332395035,"sig"
"421","asv_10405",0.661780027831033,"Positive",0.0538581492763111,"Positive",0.242223297291318,"Positive",0.195781051048739,"Positive",0.0545100772405022,0.0210541663609384,"sig"
"422","asv_6548",0.298607652606615,"Positive",0.00557524993241998,"Positive",0.213012759598893,"Positive",0.115439960005558,"Positive",0.0543034786092353,0.0137887927867957,"sig"
"423","asv_6015",0.441749886616883,"Positive",0.0312582817217932,"Positive",0.219067165062723,"Positive",0.115897428005275,"Positive",0.0534574478204988,0.0184047107782372,"sig"
"424","asv_10529",0.363684177043481,"Positive",0.00848041146511828,"Positive",0.208837650150678,"Positive",0.0423442410347824,"Positive",0.053365489417897,0.0120385642401413,"sig"
"425","asv_5515",0.193732112712733,"Positive",0.00573107183415303,"Positive",0.203872497329649,"Positive",0.146030130604084,"Positive",0.0531005658973471,0.015875311560115,"sig"
"426","asv_10636",0.186753274863564,"Positive",8.98355109938979e-08,"Boundary",0.202554452621166,"Positive",0.14710964471999,"Positive",0.0529357955922468,0.0148740491132239,"sig"
"427","asv_5806",0.135789029043804,"Positive",0.0116971205285007,"Positive",0.196564846918333,"Positive",0.0846291271441937,"Positive",0.0528587671924307,0.0144102002886119,"sig"
"428","asv_7544",0.576678118266712,"Positive",8.20190479469935e-08,"Boundary",0.219477724577166,"Positive",0.103513262682382,"Positive",0.0523854544959326,0.0138026652813925,"sig"
"429","asv_277",0.362754298324036,"Positive",3.72735607185001e-07,"Boundary",0.221479973166066,"Positive",0.363739843565683,"Positive",0.0522608085074835,0.0233388818616138,"sig"
"430","asv_5865",0.186343503764291,"Positive",4.70338993042664e-07,"Boundary",0.207093741090948,"Positive",0.280110076677212,"Positive",0.0522495884913163,0.0174345801441925,"sig"
"431","asv_6529",1.52558626990368,"Positive",0.0158242601088007,"Positive",0.272695285365492,"Positive",0.123080834924364,"Positive",0.0521686527780138,0.0182253391549446,"sig"
"432","asv_245",0.498953011367452,"Positive",6.00238451873273e-07,"Boundary",0.213682683167046,"Positive",0.0936772830079395,"Positive",0.0521646302485479,0.0127666500255126,"sig"
"433","asv_6892",0.281824498861613,"Positive",0.0589123587181829,"Positive",0.211155068651077,"Positive",0.211999144200978,"Positive",0.052087010968596,0.0180027725286481,"sig"
"434","asv_4648",0.203330865829798,"Positive",0.00508175132733256,"Positive",0.21005120722244,"Positive",0.328533655957314,"Positive",0.0520315428101063,0.0186049850532929,"sig"
"435","asv_5735",0.327071997155829,"Positive",9.05409478823369e-08,"Boundary",0.21295596005592,"Positive",0.292780014926146,"Positive",0.0516531346641322,0.0177833611629901,"sig"
"436","asv_2747",0.573008965647693,"Positive",0.0694124253118019,"Positive",0.238895272244215,"Positive",0.458416391175965,"Positive",0.051600226068806,0.0228623116549763,"sig"
"437","asv_6395",0.326352260172549,"Positive",9.12804776778507e-08,"Boundary",0.201254940161987,"Positive",0.0843788772167688,"Positive",0.051577563695527,0.0129465084826354,"sig"
"438","asv_3230",0.396653466827846,"Positive",1.08784688068765e-07,"Boundary",0.237895471726417,"Positive",0.732805730735463,"Positive",0.0510795254092226,0.0238718451540619,"sig"
"439","asv_7700",0.184462999554954,"Positive",0.0245200059877313,"Positive",0.196735814020009,"Positive",0.199746716988418,"Positive",0.0505038004248886,0.0196003541669407,"sig"
"440","asv_10072",0.295286904583396,"Positive",0.0148455553608143,"Positive",0.191659919224375,"Positive",0.0161601816736449,"Positive",0.0503314881585563,0.0148669913429642,"sig"
"441","asv_5903",0.197862380563087,"Positive",0.0253943070550996,"Positive",0.201616293652948,"Positive",0.336531277191933,"Positive",0.0497645460168007,0.0183968760844253,"sig"
"442","asv_416",0.335508371797182,"Positive",0.0486944014833252,"Positive",0.208307169234991,"Positive",0.311259759128958,"Positive",0.0496706266806472,0.0201974191787225,"sig"
"443","asv_3330",0.180811009050261,"Positive",2.01974637739801e-07,"Boundary",0.198380802535874,"Positive",0.338403938178051,"Positive",0.0495011984553482,0.0173760698615468,"sig"
"444","asv_3197",0.316944254565375,"Positive",0.00179465930620811,"Positive",0.201857246517944,"Positive",0.268276578709635,"Positive",0.0494884884696169,0.0218694034077345,"sig"
"445","asv_6612",0.953536932397371,"Positive",0.00317352179597677,"Positive",0.223641002585621,"Positive",0.0590742656767521,"Positive",0.0493751341316552,0.0158237451066953,"sig"
"446","asv_193",0.393933000866408,"Positive",0.0334783260857153,"Positive",0.198763631526777,"Positive",0.120509075111814,"Positive",0.0492393335403,0.0133893918601965,"sig"
"447","asv_6050",0.291141622778225,"Positive",0.027411419221755,"Positive",0.20058381670755,"Positive",0.26595708999058,"Positive",0.0492218876994557,0.0171155256605812,"sig"
"448","asv_6398",0.25347222953306,"Positive",6.36713760573095e-08,"Boundary",0.213038927533924,"Positive",0.589337563949959,"Positive",0.0490212471921532,0.0211936966100604,"sig"
"449","asv_6864",0.508320675363634,"Positive",4.35273087713983e-08,"Boundary",0.211721569389339,"Positive",0.353934544276412,"Positive",0.0485157409200312,0.0169702684793616,"sig"
"450","asv_6832",0.455407681380705,"Positive",0.0162808878694306,"Positive",0.192820183729987,"Positive",0.0500508892052893,"Positive",0.0481501590583776,0.012089926408137,"sig"
"451","asv_7062",0.343333075408515,"Positive",8.88013891991595e-08,"Boundary",0.186197448728008,"Positive",0.0735194155168193,"Positive",0.0478281674694829,0.0123389428805912,"sig"
"452","asv_6413",0.393665015523455,"Positive",0.0174574948268459,"Positive",0.192769759364033,"Positive",0.154633111256314,"Positive",0.0476148081645016,0.0136791956294549,"sig"
"453","asv_4390",0.174727466521456,"Positive",5.87028376899068e-07,"Boundary",0.179985060141992,"Positive",0.137573276157899,"Positive",0.0475863119791792,0.013684191381262,"sig"
"454","asv_1061",0.138959190345279,"Positive",0.00955174459818502,"Positive",0.187040750481178,"Positive",0.309285743316867,"Positive",0.0475345560949896,0.0182387849968026,"sig"
"455","asv_10355",1.00779157646937,"Positive",4.31005894723718e-07,"Boundary",0.219765177792789,"Positive",0.106432132272309,"Positive",0.0475271811202385,0.0160529046730951,"sig"
"456","asv_10334",0.374814622929892,"Positive",3.17620405290244e-07,"Boundary",0.189944168798107,"Positive",0.164045574589904,"Positive",0.0472638467744513,0.0137346011082982,"sig"
"457","asv_5485",0.285847980628734,"Positive",0.0167885294768387,"Positive",0.179792225696891,"Positive",0.102048048142146,"Positive",0.0464042593936631,0.0146733334763532,"sig"
"458","asv_5459",0.281086582317984,"Positive",0.000417805636727045,"Positive",0.173974086378316,"Positive",0.114680856128654,"Positive",0.0450691465001028,0.0124471559013956,"sig"
"459","asv_6590",0.523210113692581,"Positive",0.047928927211633,"Positive",0.201870344395254,"Positive",0.469751922484788,"Positive",0.044535842654802,0.0210949462717786,"sig"
"460","asv_5645",0.315851089027877,"Positive",6.26543042973024e-08,"Boundary",0.173965272776157,"Positive",0.170889499618785,"Positive",0.0440339716798321,0.0173672755702786,"sig"
"461","asv_5701",0.39520881531366,"Positive",5.006783761854e-07,"Boundary",0.174113722103732,"Positive",0.145463492214147,"Positive",0.0434764052430674,0.014613137784738,"sig"
"462","asv_5226",0.287339932192726,"Positive",0.00753512600191629,"Positive",0.185464150940019,"Positive",0.504231456608029,"Positive",0.0433877845151485,0.020364870506768,"sig"
"463","asv_6677",0.583201661610414,"Positive",0.0192128613231204,"Positive",0.182126818999116,"Positive",0.149076974121532,"Positive",0.0431210411004335,0.0162705466954801,"sig"
"464","asv_77",0.296151251168101,"Positive",8.81866427075035e-08,"Boundary",0.169841061384642,"Positive",0.200556773577065,"Positive",0.0429265640086437,0.0150468229760274,"sig"
"465","asv_4475",0.180132671063701,"Positive",0.0461261375469586,"Positive",0.171136761245557,"Positive",0.310895302601109,"Positive",0.0428024790353427,0.0179764164752416,"sig"
"466","asv_7066",0.393454596575953,"Positive",0.016819950628758,"Positive",0.165263101452918,"Positive",9.62076750690747e-08,"Boundary",0.0427529395289029,0.010361134961897,"sig"
"467","asv_10414",0.388069544905296,"Positive",0.039988894804328,"Positive",0.17137562547448,"Positive",0.1381421382558,"Positive",0.0425505606394512,0.01388188701148,"sig"
"468","asv_8197",0.378584727425997,"Positive",0.012409945669519,"Positive",0.174587019414382,"Positive",0.24826599558627,"Positive",0.0425422756114458,0.0163050737600783,"sig"
"469","asv_10347",0.437481700324295,"Positive",5.60007972633191e-07,"Boundary",0.167796015464904,"Positive",0.0506934697729901,"Positive",0.0425233697259174,0.010882827895444,"sig"
"470","asv_6539",0.245538518469021,"Positive",3.42334308263062e-07,"Boundary",0.162505422477826,"Positive",0.139652416948247,"Positive",0.0423445194270074,0.0122573468344102,"sig"
"471","asv_3184",0.18787685478627,"Positive",0.009960048999974,"Positive",0.15907605053127,"Positive",0.139883100316284,"Positive",0.0420080849975041,0.0137022382556799,"sig"
"472","asv_3827",0.213116878793706,"Positive",2.87730366152406e-07,"Boundary",0.162711904724137,"Positive",0.214636868690434,"Positive",0.0419310225221846,0.0165172015516523,"sig"
"473","asv_135",0.321663766367842,"Positive",5.80706004777122e-08,"Boundary",0.167690798792276,"Positive",0.240038751852005,"Positive",0.0417204247366868,0.0192006910715272,"sig"
"474","asv_5526",0.196863455897679,"Positive",3.04757966809528e-07,"Boundary",0.155711460685547,"Positive",0.0903661967207688,"Positive",0.0417128058672798,0.0112307360410025,"sig"
"475","asv_10584",0.378331024469052,"Positive",2.28507060289041e-07,"Boundary",0.163407742838427,"Positive",0.0893405390959036,"Positive",0.0416741719680927,0.0122991775567942,"sig"
"476","asv_5636",0.139764590623242,"Positive",8.52620029749918e-08,"Boundary",0.151371814200943,"Positive",0.0621051793719599,"Positive",0.0415486613116873,0.0127479342740434,"sig"
"477","asv_6559",0.40387616425078,"Positive",0.0433234834870636,"Positive",0.185394092053535,"Positive",0.564931269520212,"Positive",0.0413132164542466,0.0279080352199422,"sig"
"478","asv_10294",0.912515346578372,"Positive",3.48448254662464e-07,"Boundary",0.182608358030503,"Positive",0.0877533145167442,"Positive",0.0408257018970211,0.0124813072214417,"sig"
"479","asv_7927",0.64517013504391,"Positive",8.97615781068995e-08,"Boundary",0.17251784042035,"Positive",0.158761561099249,"Positive",0.0404359257767562,0.0132334408073122,"sig"
"480","asv_1789",0.180103142247947,"Positive",8.5300723376431e-08,"Boundary",0.154298024462131,"Positive",0.192160221103077,"Positive",0.0404285442666384,0.0134332379076491,"sig"
"481","asv_6672",0.557520375814053,"Positive",4.54048167163915e-08,"Boundary",0.168350136574807,"Positive",0.181770281372258,"Positive",0.0401058935304855,0.0138067172829773,"sig"
"482","asv_3787",0.243335135643683,"Positive",0.00951175736192268,"Positive",0.159351091621908,"Positive",0.275095206134872,"Positive",0.0400652111823224,0.0143541218637186,"sig"
"483","asv_7931",1.57530074560065,"Positive",0.012258185011365,"Positive",0.204375933636566,"Positive",0.0636320795554646,"Positive",0.0397188367906986,0.0136153118719609,"sig"
"484","asv_7821",0.259978287325721,"Positive",9.18509475477315e-08,"Boundary",0.15864899781257,"Positive",0.305729089691718,"Positive",0.0395204061047773,0.0180708973196407,"sig"
"485","asv_7455",0.773418514633329,"Positive",0.0299060600195241,"Positive",0.173977807507863,"Positive",0.165254943769544,"Positive",0.039249984763897,0.0158608429257209,"sig"
"486","asv_3070",0.687511518631079,"Positive",0.065954944611656,"Positive",0.17753913609617,"Positive",0.315434585865075,"Positive",0.0391362233046145,0.0197098058099679,"sig"
"487","asv_6984",0.315625736487535,"Positive",0.0375355432496705,"Positive",0.147790440342326,"Positive",0.00500275407262546,"Positive",0.0389336703979664,0.0105810071371303,"sig"
"488","asv_7115",0.288552842510617,"Positive",9.16739172861126e-08,"Boundary",0.146619304126498,"Positive",0.0532353490028999,"Positive",0.0388045230003176,0.0136414469860354,"sig"
"489","asv_3803",0.252274971752114,"Positive",8.6500661279449e-08,"Boundary",0.161155852751273,"Positive",0.469353610743926,"Positive",0.03862069845959,0.0211600643874459,"sig"
"490","asv_7272",0.294664502552713,"Positive",4.40512710670177e-08,"Boundary",0.151434376833431,"Positive",0.211190134965059,"Positive",0.0383641467834938,0.0133783310264079,"sig"
"491","asv_10403",0.585004435116788,"Positive",5.34929362576372e-08,"Boundary",0.15828287424746,"Positive",0.116235989796519,"Positive",0.0381448327423521,0.0144933557485251,"sig"
"492","asv_10073",0.191021183779368,"Positive",5.27129485975639e-07,"Boundary",0.140622585344785,"Positive",0.0655242300409776,"Positive",0.0381383667011559,0.0103653855519728,"sig"
"493","asv_5204",0.400571550600061,"Positive",8.89169165663471e-08,"Boundary",0.150402373322795,"Positive",0.141883158030456,"Positive",0.0377624320607845,0.0127217682931629,"sig"
"494","asv_7506",0.380147205754376,"Positive",5.34148597479403e-08,"Boundary",0.151302405208686,"Positive",0.277171791550452,"Positive",0.0369154377479379,0.015475502728048,"sig"
"495","asv_7114",0.317479029638624,"Positive",6.06120991145326e-07,"Boundary",0.14000837024104,"Positive",0.0597127923160161,"Positive",0.0367746220012728,0.0110097453316856,"sig"
"496","asv_10557",0.572903767970792,"Positive",0.0195019186101732,"Positive",0.147894089874175,"Positive",0.0316016025728732,"Positive",0.0364100641728443,0.0106270380489612,"sig"
"497","asv_6011",0.308642972487098,"Positive",0.0158330415868858,"Positive",0.144230339051873,"Positive",0.235806909778217,"Positive",0.0361071123211179,0.0148666535896151,"sig"
"498","asv_7498",0.725900354682587,"Positive",0.061118589638546,"Positive",0.151717603737096,"Positive",0.0774031936352415,"Positive",0.0352328565346164,0.0147209914826271,"sig"
"499","asv_2657",0.175571688262988,"Positive",0.00282436603963759,"Positive",0.13023029460068,"Positive",0.134582340203875,"Positive",0.0348842793012532,0.0121653325725857,"sig"
"500","asv_10052",0.254419856772008,"Positive",8.36604738498888e-08,"Boundary",0.131584206694631,"Positive",0.104977241208833,"Positive",0.0348016012722408,0.0131090588131603,"sig"
"501","asv_82",0.743001612861606,"Positive",0.00075318358978341,"Positive",0.146935287388182,"Positive",0.0442555183570817,"Positive",0.0347780305885564,0.0109897214459154,"sig"
"502","asv_6918",0.238274780641247,"Positive",8.59438913061325e-08,"Boundary",0.129620062044045,"Positive",0.0754087925062377,"Positive",0.0347199348690073,0.0108441303978552,"sig"
"503","asv_5469",0.501486697773782,"Positive",2.17626196329852e-07,"Boundary",0.140385238872029,"Positive",0.113762144838715,"Positive",0.0347004272983565,0.0135491223293521,"sig"
"504","asv_3152",0.533472490794766,"Positive",9.184520401341e-08,"Boundary",0.143775007263494,"Positive",0.185054954828031,"Positive",0.034625368868152,0.0149624388341137,"sig"
"505","asv_10595",0.316744331448103,"Positive",0.033844572335677,"Positive",0.136955076703757,"Positive",0.199499124396703,"Positive",0.03443640742429,0.015686801149306,"sig"
"506","asv_7768",0.349838340712397,"Positive",8.75657847504844e-08,"Boundary",0.131040388972189,"Positive",0.0507165920012437,"Positive",0.034289445882983,0.0107231957281161,"sig"
"507","asv_5763",0.220198690210154,"Positive",0.025804064482967,"Positive",0.125724802394367,"Positive",0.0640509877618882,"Positive",0.0337445720084927,0.0112033955182651,"sig"
"508","asv_264",0.730640643382877,"Positive",0.0278314549236971,"Positive",0.144727037948065,"Positive",0.106112834796048,"Positive",0.0336628369661428,0.0157593848675933,"sig"
"509","asv_3279",0.502586716520782,"Positive",6.05977766711335e-07,"Boundary",0.146966265525618,"Positive",0.491198124996374,"Positive",0.0331696007911552,0.0219303062365801,"sig"
"510","asv_7037",0.495430777141657,"Positive",0.0251253412893917,"Positive",0.130219763570865,"Positive",0.000787955953317579,"Positive",0.0330375883594516,0.0106770774922683,"sig"
"511","asv_6027",0.449021730195789,"Positive",6.24360260341669e-08,"Boundary",0.128019713730331,"Positive",0.0436394756532743,"Positive",0.0327359133406874,0.0121165032513848,"sig"
"512","asv_6974",0.614618745966475,"Positive",2.91547263526958e-07,"Boundary",0.135364602768795,"Positive",0.182508779956482,"Positive",0.0320579859705546,0.0139066604622622,"sig"
"513","asv_5737",0.131111877823767,"Positive",8.93910227977346e-08,"Boundary",0.118758551669353,"Positive",0.16473198057765,"Positive",0.032057029515746,0.0147017239477633,"sig"
"514","asv_5533",0.206091453541899,"Positive",0.0114097985626171,"Positive",0.118312564086022,"Positive",0.0769590918490257,"Positive",0.0319524224208129,0.0117585912939893,"sig"
"515","asv_10177",0.178036170117156,"Positive",0.000556809626457413,"Positive",0.117851026551053,"Positive",0.122095128554895,"Positive",0.0317782885027675,0.0114176768383622,"sig"
"516","asv_3033",0.321628791031223,"Positive",0.0451927003991584,"Positive",0.144249920580743,"Positive",0.824325298824614,"Positive",0.0311864969858292,0.0227797127907137,"sig"
"517","asv_469",0.526362749592508,"Positive",4.06303556981547e-08,"Boundary",0.131017497787144,"Positive",0.270078429126986,"Positive",0.03106550806408,0.0164063583694824,"sig"
"518","asv_6689",0.308720568566582,"Positive",0.00366805461193203,"Positive",0.116407638114082,"Positive",0.0671841774676677,"Positive",0.0307470257696842,0.0107329120246446,"sig"
"519","asv_6381",0.389319145146049,"Positive",0.0447721533702893,"Positive",0.11648545496001,"Positive",0.129414861586071,"Positive",0.0293414863945949,0.0146919276812301,"sig"
"520","asv_3384",0.323620697787316,"Positive",0.0427650027284016,"Positive",0.123049453061038,"Positive",0.419832247569625,"Positive",0.0293026000267205,0.0176314354652274,"sig"
"521","asv_7820",0.215586130604683,"Positive",0.04442190775771,"Positive",0.1134891992214,"Positive",0.21667411064188,"Positive",0.0292485019439402,0.0154087739844925,"sig"
"522","asv_10387",0.292325659485951,"Positive",0.025508038699399,"Positive",0.110923488760083,"Positive",0.10747526055965,"Positive",0.0289902639951765,0.0121991741995894,"sig"
"523","asv_5730",0.300786647786588,"Positive",8.22210269024e-08,"Boundary",0.104727522653051,"Positive",0.0599949003193005,"Positive",0.0278863712980037,0.00893396121911093,"sig"
"524","asv_10027",0.219211912764523,"Positive",5.38167937740942e-07,"Boundary",0.107499673492552,"Positive",0.249595659054304,"Positive",0.0278042203344225,0.0149306398624926,"sig"
"525","asv_2683",0.163094427323457,"Positive",5.07595744589158e-07,"Boundary",0.103846254759699,"Positive",0.193567628459941,"Positive",0.0276885776824362,0.0127422165710586,"sig"
"526","asv_6854",0.441884305413254,"Positive",0.0114041522523658,"Positive",0.107403671369207,"Positive",0.0431807624361494,"Positive",0.0275827368696242,0.00929242593825514,"sig"
"527","asv_6644",0.702102713747363,"Positive",0.0170332240156954,"Positive",0.116158435115565,"Positive",0.0999392069102689,"Positive",0.0274916008599383,0.0122048996451356,"sig"
"528","asv_5319",0.212152079545872,"Positive",9.03451641665646e-08,"Boundary",0.100468594885341,"Positive",0.0655127461832181,"Positive",0.0273895687234836,0.00882541034983493,"sig"
"529","asv_5836",0.759182775924923,"Positive",8.84604670531156e-08,"Boundary",0.117241925683628,"Positive",0.14905524839762,"Positive",0.0271677599336748,0.0107156135498802,"sig"
"530","asv_7737",0.393015561827719,"Positive",5.43282255194735e-07,"Boundary",0.104012348940519,"Positive",0.0886559852144234,"Positive",0.0268371562676157,0.0115065029744465,"sig"
"531","asv_6056",0.238526720658253,"Positive",8.79476650972907e-08,"Boundary",0.0966450223090407,"Positive",0.114173630144102,"Positive",0.0258454382766948,0.0107124382137343,"sig"
"532","asv_7764",0.316850461813854,"Positive",0.0167941892362722,"Positive",0.0976002127728806,"Positive",0.105920028133417,"Positive",0.0255019617728015,0.0105943882785437,"sig"
"533","asv_8212",0.546514321939402,"Positive",0.0583697054753796,"Positive",0.106899612484336,"Positive",0.273218613937203,"Positive",0.0250057441229196,0.0142488551155288,"sig"
"534","asv_3125",0.223352820899441,"Positive",0.133894577220375,"Positive",0.111430895424166,"Positive",0.74306660847347,"Positive",0.024752823149581,0.0248439695273222,"NS"
"535","asv_7137",0.179059467139308,"Positive",2.41360227697069e-07,"Boundary",0.089243239361212,"Positive",0.0818411064246084,"Positive",0.0245164032055683,0.008544545364781,"sig"
"536","asv_10257",0.679886465253329,"Positive",5.22618246748753e-07,"Boundary",0.10355455238091,"Positive",0.218769807372461,"Positive",0.0241261540949541,0.0142546708306307,"sig"
"537","asv_10172",0.482265974909142,"Positive",0.0100021552234513,"Positive",0.0976841793454668,"Positive",0.197802127269737,"Positive",0.0239553854604778,0.0129948658227523,"sig"
"538","asv_5194",0.30636755478546,"Positive",4.28150540574415e-08,"Boundary",0.0988385302184049,"Positive",0.452296064068949,"Positive",0.0238308566567425,0.0163261703582238,"sig"
"539","asv_3341",0.433062814832303,"Positive",2.19480224801162e-07,"Boundary",0.0999079684535874,"Positive",0.414500711268607,"Positive",0.023577259081798,0.0150469793264165,"sig"
"540","asv_6497",0.413479141143858,"Positive",0.0148627096209825,"Positive",0.0913302158082508,"Positive",0.0758927761723925,"Positive",0.0235050036492811,0.00862147754034842,"sig"
"541","asv_6441",0.651280897570821,"Positive",0.0159991030169267,"Positive",0.0982543599969701,"Positive",0.125321322333849,"Positive",0.0235010168847495,0.0107561971634801,"sig"
"542","asv_104",0.545877776586908,"Positive",4.20796332301799e-08,"Boundary",0.0919234991709954,"Positive",0.11155793817375,"Positive",0.0227569506312658,0.00921282000725598,"sig"
"543","asv_7267",0.693870604605485,"Positive",2.07746294858059e-07,"Boundary",0.0928673184934291,"Positive",0.0599560158675623,"Positive",0.0224496458282337,0.0103115747886486,"sig"
"544","asv_3774",0.872350561584774,"Positive",0.0285582434950823,"Positive",0.101861181847229,"Positive",0.283377912001367,"Positive",0.0222591542268729,0.0161533126225508,"sig"
"545","asv_1757",0.211946984826242,"Positive",0.027611988888363,"Positive",0.0804957631621998,"Positive",0.0878079445690925,"Positive",0.0217681861379247,0.0119410447445561,"sig"
"546","asv_3165",0.206481933699927,"Positive",4.4672420551056e-07,"Boundary",0.0816578380565081,"Positive",0.177833968998577,"Positive",0.0217407878703532,0.0110683163756664,"sig"
"547","asv_1805",0.174730446672225,"Positive",8.65636536897934e-08,"Boundary",0.0790053620057522,"Positive",0.152027607663127,"Positive",0.0213772775080593,0.0139713224649715,"sig"
"548","asv_7019",0.376252280951696,"Positive",0.0047085659404417,"Positive",0.081008748959918,"Positive",0.0774719627618493,"Positive",0.021154193821733,0.00866850521282563,"sig"
"549","asv_10459",0.420042876588565,"Positive",0.030543285820168,"Positive",0.0840164340562427,"Positive",0.184585768107439,"Positive",0.0209559707392803,0.0113854943389162,"sig"
"550","asv_8215",0.859542641392628,"Positive",8.87426588824502e-08,"Boundary",0.0893341517363507,"Positive",0.0256786291598907,"Positive",0.0209480569558214,0.00779326418840624,"sig"
"551","asv_5751",0.256741949059057,"Positive",4.94053337935317e-08,"Boundary",0.0764938594982147,"Positive",0.066765159049969,"Positive",0.0207300375109772,0.00824824776139179,"sig"
"552","asv_6779",0.423474015905913,"Positive",4.2209627513029e-07,"Boundary",0.0789673849146316,"Positive",0.0661441024065933,"Positive",0.0204653690349044,0.00870369197910155,"sig"
"553","asv_6758",0.687072870788644,"Positive",0.020051694211848,"Positive",0.0865535084719433,"Positive",0.253505827463624,"Positive",0.0199561536814852,0.0119767871592929,"sig"
"554","asv_6683",0.402383254959323,"Positive",0.0254783775605234,"Positive",0.0763895621842422,"Positive",0.152484863888617,"Positive",0.0193551230814965,0.0125728757779644,"sig"
"555","asv_6063",0.26366360173741,"Positive",9.0809078162033e-08,"Boundary",0.0724623924445635,"Positive",0.137505616649718,"Positive",0.0192533165274841,0.0106315210688087,"sig"
"556","asv_5348",0.260985137078571,"Positive",0.0426420999301426,"Positive",0.0727949589802066,"Positive",0.152185443695851,"Positive",0.0190632203800377,0.0106930634753089,"sig"
"557","asv_10502",0.317534469525366,"Positive",0.000561267071182044,"Positive",0.0675870005870005,"Positive",0.0300533067965717,"Positive",0.0182384821220049,0.00645342459333475,"sig"
"558","asv_7817",0.483188324962911,"Positive",8.00146156470669e-08,"Boundary",0.0715426711736782,"Positive",0.0899590146427141,"Positive",0.0181825428490717,0.0110695810839189,"sig"
"559","asv_6767",0.381574873467983,"Positive",0.00213719508133894,"Positive",0.0682720749947623,"Positive",0.030467913864045,"Positive",0.0180975328396006,0.00730490473263956,"sig"
"560","asv_5637",0.291429368689207,"Positive",9.11450178086067e-08,"Boundary",0.0693957068986357,"Positive",0.266921008802787,"Positive",0.0177131707337185,0.0122575315009739,"sig"
"561","asv_7029",0.339480263166072,"Positive",0.0226118173538599,"Positive",0.0604976420514051,"Positive",0.0753257908739609,"Positive",0.0159712226517902,0.01157108163487,"sig"
"562","asv_6430",0.333087744841208,"Positive",8.78681379773078e-08,"Boundary",0.0607927481955654,"Positive",0.142922584910182,"Positive",0.0158860400081792,0.00842702375378381,"sig"
"563","asv_6467",0.761823262034,"Positive",0.00112308423841378,"Positive",0.0663560739019899,"Positive",0.0590798557528763,"Positive",0.0158808049431676,0.00794678189581995,"sig"
"564","asv_10510",0.32327708141982,"Positive",8.69549566721341e-08,"Boundary",0.0586847894541178,"Positive",0.102511205381702,"Positive",0.0155478094336747,0.00751657660503454,"sig"
"565","asv_3213",0.129900825511635,"Positive",0.00726073444051486,"Positive",0.0571463349739156,"Positive",0.233140385378927,"Positive",0.0153724626854061,0.0103399632912873,"sig"
"566","asv_3366",0.136494740415224,"Positive",4.88771428336497e-08,"Boundary",0.0626937593056181,"Positive",0.611749542563151,"Positive",0.0152876629473495,0.015805204139456,"NS"
"567","asv_10299",0.303386055760333,"Positive",1.47075245450568e-07,"Boundary",0.0577875474258351,"Positive",0.129364906596017,"Positive",0.0152855327430697,0.00878310581396624,"sig"
"568","asv_6419",0.473464536823081,"Positive",9.15239116459584e-08,"Boundary",0.0598652227399967,"Positive",0.135880796162844,"Positive",0.0151204944807826,0.00861078082657116,"sig"
"569","asv_7487",0.595002273221986,"Positive",0.0249113534739593,"Positive",0.0586574573034854,"Positive",0.0733590904440628,"Positive",0.0145122391461306,0.00772708385010698,"sig"
