"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust"
"74","g_Lachnoclostridium",0.0981008407693321,"Positive",0.0393194601291165,"Positive",0.160173951331963,"Positive",0.0800780374031823,"Positive",2.92822335393791,"Positive",0.048451000455332,0.0127978328924162,20.0520293883164,7.53635149131071e-06,9.8391255581001e-06
"75","g_Lachnospira",0.14693823260808,"Positive",0.0235248009537613,"Positive",0.205209152511297,"Positive",0.0737918404570015,"Positive",3.1557510826388,"Positive",0.0569200855697626,0.012099030814018,33.9703102888743,5.5959481493062e-09,1.09587317923913e-08
"76","g_Lachnospiraceae_FCS020_group",0.0629920918390366,"Positive",0.00105074621327417,"Positive",0.0310884261901513,"Positive",0.0430185481666866,"Positive",2.47974611154016,"Positive",0.0118753484069954,0.00545181545814804,6.33030233692989,0.0118692081662612,0.0123509841434896
"77","g_Lachnospiraceae_ND3007_group",0.175737820416869,"Positive",0.00147709679851227,"Positive",0.178864829469701,"Positive",0.0474471194179457,"Positive",2.16627022754274,"Positive",0.0696027051754292,0.0132129561375595,39.653813947938,3.03212011054654e-10,7.37118854460453e-10
"78","g_Lachnospiraceae_NK3A20_group",0.118457261830027,"Positive",0.00182651818488254,"Positive",0.0228978668911811,"Positive",0.0334362459354584,"Positive",1.57612640896365,"Positive",0.0130640087476524,0.00581581349315168,6.31823093070489,0.011950279386815,0.0123896278936832
"79","g_Lactobacillus",0.174330429180386,"Positive",9.54386583582856e-07,"Boundary",0.459882421450798,"Positive",0.144764292957537,"Positive",2.50284466377383,"Positive",0.140130182169159,0.0214350998492156,66.1810821374711,4.44089209850063e-16,7.82707232360735e-15
"80","g_Libanicoccus",0.114580077056918,"Positive",0.0510457810914968,"Positive",0.557200198043137,"Positive",0.176503697207048,"Positive",2.38820909223274,"Positive",0.169488551833714,0.0255166617800572,69.3673459085585,1.11022302462516e-16,2.60902410786912e-15
"81","g_Marvinbryantia",0.152983140046251,"Positive",0.0245633212859466,"Positive",0.0603796568898889,"Positive",0.0232734436869339,"Positive",2.57891044601142,"Positive",0.0212596190716216,0.00687314430582677,14.9877826150878,0.000108209489186106,0.000126618572408639
"82","g_Megasphaera",0.207600969939431,"Positive",7.66542413505092e-08,"Boundary",0.146775748114982,"Positive",0.118793561668423,"Positive",1.42126935164159,"Positive",0.077477128194536,0.0171842765701463,30.4826636890029,3.36863401617649e-08,5.90034032647062e-08
"83","g_Olsenella",0.123610716513744,"Positive",0.0122921286631139,"Positive",0.10076512865488,"Positive",0.0561059979347894,"Positive",1.3924054203529,"Positive",0.0597948972828042,0.0138278192425166,28.2403956724484,1.07144952021798e-07,1.76695184035948e-07
"84","g_Oribacterium",0.0746693584917669,"Positive",1.68670115044698e-07,"Boundary",0.113542879796583,"Positive",0.0620714428491607,"Positive",1.66681777705282,"Positive",0.0592263228019515,0.0135218998699875,32.091711180703,1.47063426991778e-08,2.76479242744543e-08
"85","g_Peptococcus",0.0674213028371905,"Positive",0.00325161142072108,"Positive",0.0724691380015015,"Positive",0.0295680096397833,"Positive",1.83307455514813,"Positive",0.0361300696922195,0.00924266770124709,20.269205162982,6.72747315588751e-06,8.9067954458229e-06
"86","g_Prevotella_2",0.157591932243051,"Positive",3.57050297434834e-07,"Boundary",0.744525039007421,"Positive",0.183113424179949,"Positive",3.52841274169206,"Positive",0.161374635891955,0.0238396847532239,61.6995739723861,3.99680288865056e-15,3.52218254562331e-14
"87","g_Prevotella_7",0.142360208015743,"Positive",0.000908544099641734,"Positive",0.121141985071384,"Positive",0.126396526776321,"Positive",2.139534843788,"Positive",0.0478757337595954,0.0135485204625845,16.4283340134352,5.05243398197797e-05,6.22177459789426e-05
"88","g_Prevotella_9",0.0739137326067488,"Positive",1.23615991773653e-07,"Boundary",0.257845171817011,"Positive",0.0808354571590725,"Positive",0.934536877001857,"Positive",0.191403139331411,0.0281681756991464,57.5458989315412,3.29736238313671e-14,2.02142650444468e-13
"89","g_Prevotellaceae_NK3B31_group",0.0518492349937801,"Positive",1.35838846878826e-07,"Boundary",0.130156649943999,"Positive",0.091043939451099,"Positive",1.3423753504406,"Positive",0.0805711344773664,0.0181898274672926,27.7129460412252,1.40717838825744e-07,2.30711805516626e-07
"90","g_Prevotellaceae_UCG-003",0.08888429589424,"Positive",1.4586762179242e-06,"Boundary",0.270727481094045,"Positive",0.177756629009342,"Positive",2.39170825630858,"Positive",0.0924275386015452,0.0187720331234616,34.8003947238612,3.65299390736595e-09,7.20380616697342e-09
"91","g_Prevotellaceae_UCG-004",0.0797182938971358,"Positive",1.50882998346269e-07,"Boundary",0.190467518349138,"Positive",0.0999895387985178,"Positive",1.49104341235522,"Positive",0.102334828475839,0.0191318125570203,48.970202599332,2.59881005604257e-12,1.09382751612538e-11
"92","g_Rikenellaceae_RC9_gut_group",0.0950276121525467,"Positive",8.0128690216836e-08,"Boundary",0.317628470303956,"Positive",0.0885483131889393,"Positive",1.38422228482294,"Positive",0.168465027091994,0.0242046447611565,72.5178151114451,0,0
"93","g_Ruminiclostridium_6",0.184847742067632,"Positive",0.0135437943033768,"Positive",0.352071541310475,"Positive",0.168584863659844,"Positive",3.88167129622221,"Positive",0.0765253263959064,0.0154199259085494,44.0653231953329,3.17598169985445e-11,1.04142655739413e-10
"94","g_Ruminiclostridium_9",0.0527068882292724,"Positive",0.000952017180340198,"Positive",0.0192570651431665,"Positive",0.0207510029970347,"Positive",0.935519106409008,"Positive",0.0187109654105864,0.0067726964375727,11.6853564458634,0.000629939169743743,0.000699381282943841
"95","g_Ruminococcaceae_NK4A214_group",0.0834826014728296,"Positive",1.40238778273784e-07,"Boundary",0.149743486306383,"Positive",0.0221041611069805,"Positive",1.38585598638483,"Positive",0.0912410001331313,0.0145195211284643,57.8010230977889,2.89768209427166e-14,1.81588077907691e-13
"96","g_Ruminococcaceae_UCG-002",0.21324618815865,"Positive",0.0416624265043705,"Positive",0.326981781538264,"Positive",0.245440755131312,"Positive",2.67074206444501,"Positive",0.0934748249589101,0.019377586928957,43.6674329442103,3.89194232397472e-11,1.16758269719242e-10
"97","g_Ruminococcaceae_UCG-003",0.150483152147401,"Positive",2.56676303056322e-07,"Boundary",0.033633733473211,"Positive",0.0616347945621799,"Positive",2.53650520585166,"Positive",0.0120886502390076,0.00588925641763745,6.49896390727736,0.0107937374315704,0.0112734590951958
"98","g_Ruminococcaceae_UCG-005",0.0975235491913716,"Positive",2.0792789954769e-07,"Boundary",0.157878067833721,"Positive",0.0368602410676099,"Positive",2.05476778870696,"Positive",0.0672671749427093,0.0124420892821602,46.3187337351483,1.00498498412094e-11,3.58741475344436e-11
"99","g_Ruminococcaceae_UCG-008",0.435745747923368,"Positive",2.95944188630261e-07,"Boundary",0.25709811362936,"Positive",0.0860606405760393,"Positive",2.92455503746868,"Positive",0.0694210616683411,0.0137328952868434,35.2585198545421,2.88716273111334e-09,5.77432546222667e-09
"100","g_Ruminococcaceae_UCG-009",0.108145799892512,"Positive",0.0203468556758586,"Positive",0.362231211865427,"Positive",0.210156644024833,"Positive",2.88565947676557,"Positive",0.100997399458741,0.0201622582841079,39.1670267381996,3.89055565541696e-10,9.06724541179821e-10
"101","g_Ruminococcaceae_UCG-010",0.137992206260531,"Positive",2.02980831370634e-07,"Boundary",0.113184424770279,"Positive",0.099622917999375,"Positive",2.00588028317805,"Positive",0.0480270648031345,0.0123125168508833,25.2432981249403,5.05348629054048e-07,7.58022943581071e-07
"102","g_Ruminococcaceae_UCG-011",0.0745185953570369,"Positive",0.0440255338006501,"Positive",0.198656002899157,"Positive",0.0463984680669286,"Positive",2.18930383623064,"Positive",0.07781574417816,0.0149062723697278,38.939821728065,4.37073155445944e-10,1.01028385111276e-09
"103","g_Ruminococcaceae_UCG-013",0.150546799385047,"Positive",2.33313984594573e-07,"Boundary",0.0892011357712343,"Positive",0.158549635222598,"Positive",2.3056360461615,"Positive",0.0329893927604918,0.012210173511686,9.12046472416478,0.00252765742352157,0.00273103215874744
"104","g_Ruminococcaceae_UCG-014",0.247096113927505,"Positive",3.6762907811483e-07,"Boundary",0.454955639024272,"Positive",0.26791258509773,"Positive",3.63295348794274,"Positive",0.0988406962467299,0.0188391859663744,50.0096257952246,1.52988732793347e-12,6.74106603870683e-12
