"","trait","h2_estimate","is_heritable","dataset"
"4992","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila",0.175501679,"NS","Goodrich_2016"
"4993","k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio",0.112249602,"NS","Goodrich_2016"
"4994","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria",0.169828844,"NS","Goodrich_2016"
"4995","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales",0.181454504,"NS","Goodrich_2016"
"4996","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae",0.181454504,"NS","Goodrich_2016"
"4997","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__",0.160373038,"NS","Goodrich_2016"
"4998","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales",0.199445668,"NS","Goodrich_2016"
"4999","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae",0.199445668,"NS","Goodrich_2016"
"5000","k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus",0.194839792,"NS","Goodrich_2016"
"5001","k__Bacteria.p__Tenericutes",0.335161821,"heritable","Goodrich_2016"
"5002","k__Bacteria.p__Tenericutes.c__Mollicutes",0.31507938,"heritable","Goodrich_2016"
"5003","k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39",0.307404031,"NS","Goodrich_2016"
"5004","k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__",0.307404031,"NS","Goodrich_2016"
"5005","k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__",0.307404031,"NS","Goodrich_2016"
"5006","k__Bacteria.p__Tenericutes.c__RF3",0.296247121,"heritable","Goodrich_2016"
"5007","k__Bacteria.p__Tenericutes.c__RF3.o__ML615J.28",0.296247121,"heritable","Goodrich_2016"
"5008","k__Bacteria.p__Tenericutes.c__RF3.o__ML615J.28.f__",0.296247121,"heritable","Goodrich_2016"
"5009","k__Bacteria.p__Tenericutes.c__RF3.o__ML615J.28.f__.g__",0.296247121,"heritable","Goodrich_2016"
"5010","k__Bacteria.p__Verrucomicrobia",0.145475218,"NS","Goodrich_2016"
"5011","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae",0.139382598,"NS","Goodrich_2016"
"5012","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales",0.139382598,"NS","Goodrich_2016"
"5013","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae",0.139382598,"NS","Goodrich_2016"
"5014","k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia",0.139382598,"NS","Goodrich_2016"
"5015","New.0.CleanUp.ReferenceOTU1003",3.66e-10,"NS","Goodrich_2016"
"5016","New.0.CleanUp.ReferenceOTU1081",2.34e-12,"NS","Goodrich_2016"
"5017","New.0.CleanUp.ReferenceOTU12095",1.87e-10,"NS","Goodrich_2016"
"5018","New.0.CleanUp.ReferenceOTU12156",0.174287442,"NS","Goodrich_2016"
"5019","New.0.CleanUp.ReferenceOTU1276",4.68e-12,"NS","Goodrich_2016"
"5020","New.0.CleanUp.ReferenceOTU12765",0.273844487,"NS","Goodrich_2016"
"5021","New.0.CleanUp.ReferenceOTU13375",0.02882789,"NS","Goodrich_2016"
"5022","New.0.CleanUp.ReferenceOTU13704",0.031084443,"NS","Goodrich_2016"
"5023","New.0.CleanUp.ReferenceOTU13984",0.046809581,"NS","Goodrich_2016"
"5024","New.0.CleanUp.ReferenceOTU14008",1.7e-10,"NS","Goodrich_2016"
"5025","New.0.CleanUp.ReferenceOTU1420",0.078866334,"NS","Goodrich_2016"
"5026","New.0.CleanUp.ReferenceOTU14361",0.169849129,"NS","Goodrich_2016"
"5027","New.0.CleanUp.ReferenceOTU15525",6.12e-13,"NS","Goodrich_2016"
"5028","New.0.CleanUp.ReferenceOTU15834",0.146101086,"NS","Goodrich_2016"
"5029","New.0.CleanUp.ReferenceOTU15955",3.94e-10,"NS","Goodrich_2016"
"5030","New.0.CleanUp.ReferenceOTU16190",0.004935397,"NS","Goodrich_2016"
"5031","New.0.CleanUp.ReferenceOTU17118",0.076049657,"NS","Goodrich_2016"
"5032","New.0.CleanUp.ReferenceOTU18969",0.08206007,"NS","Goodrich_2016"
"5033","New.0.CleanUp.ReferenceOTU19964",0.038030466,"NS","Goodrich_2016"
"5034","New.0.CleanUp.ReferenceOTU20313",8.18e-13,"NS","Goodrich_2016"
"5035","New.0.CleanUp.ReferenceOTU20601",0.016605767,"NS","Goodrich_2016"
"5036","New.0.CleanUp.ReferenceOTU21655",0.063310221,"NS","Goodrich_2016"
"5037","New.0.CleanUp.ReferenceOTU21840",0.034244573,"NS","Goodrich_2016"
"5038","New.0.CleanUp.ReferenceOTU21842",0.071308888,"NS","Goodrich_2016"
"5039","New.0.CleanUp.ReferenceOTU2185",7.76e-13,"NS","Goodrich_2016"
"5040","New.0.CleanUp.ReferenceOTU21940",0.082016533,"NS","Goodrich_2016"
"5041","New.0.CleanUp.ReferenceOTU22443",7.79e-13,"NS","Goodrich_2016"
"5042","New.0.CleanUp.ReferenceOTU22699",0.069918546,"NS","Goodrich_2016"
"5043","New.0.CleanUp.ReferenceOTU23559",5.37e-12,"NS","Goodrich_2016"
"5044","New.0.CleanUp.ReferenceOTU24487",0.073658183,"NS","Goodrich_2016"
"5045","New.0.CleanUp.ReferenceOTU24744",1.38e-10,"NS","Goodrich_2016"
"5046","New.0.CleanUp.ReferenceOTU25064",0.057354106,"NS","Goodrich_2016"
"5047","New.0.CleanUp.ReferenceOTU26042",0.031280398,"NS","Goodrich_2016"
"5048","New.0.CleanUp.ReferenceOTU26699",3.44e-11,"NS","Goodrich_2016"
"5049","New.0.CleanUp.ReferenceOTU26820",0.061400687,"NS","Goodrich_2016"
"5050","New.0.CleanUp.ReferenceOTU27535",0.065702703,"NS","Goodrich_2016"
"5051","New.0.CleanUp.ReferenceOTU2787",0.000802897,"NS","Goodrich_2016"
"5052","New.0.CleanUp.ReferenceOTU28707",0.07299652,"NS","Goodrich_2016"
"5053","New.0.CleanUp.ReferenceOTU29014",1.56e-14,"NS","Goodrich_2016"
"5054","New.0.CleanUp.ReferenceOTU31150",0.082858454,"NS","Goodrich_2016"
"5055","New.0.CleanUp.ReferenceOTU31174",2.32e-16,"NS","Goodrich_2016"
"5056","New.0.CleanUp.ReferenceOTU31422",0.036315722,"NS","Goodrich_2016"
"5057","New.0.CleanUp.ReferenceOTU31840",0.051863222,"NS","Goodrich_2016"
"5058","New.0.CleanUp.ReferenceOTU31983",5.91e-06,"NS","Goodrich_2016"
"5059","New.0.CleanUp.ReferenceOTU32114",1.11e-11,"NS","Goodrich_2016"
"5060","New.0.CleanUp.ReferenceOTU322",0.033382961,"NS","Goodrich_2016"
"5061","New.0.CleanUp.ReferenceOTU33679",0.088145971,"NS","Goodrich_2016"
"5062","New.0.CleanUp.ReferenceOTU33687",0.0596316,"NS","Goodrich_2016"
"5063","New.0.CleanUp.ReferenceOTU34725",0.123342429,"NS","Goodrich_2016"
"5064","New.0.CleanUp.ReferenceOTU35260",0.081226929,"NS","Goodrich_2016"
"5065","New.0.CleanUp.ReferenceOTU35370",0.084750306,"NS","Goodrich_2016"
"5066","New.0.CleanUp.ReferenceOTU36443",0.124109037,"NS","Goodrich_2016"
"5067","New.0.CleanUp.ReferenceOTU37004",0.110260504,"NS","Goodrich_2016"
"5068","New.0.CleanUp.ReferenceOTU37671",0.29012813,"NS","Goodrich_2016"
"5069","New.0.CleanUp.ReferenceOTU38117",4.39e-13,"NS","Goodrich_2016"
"5070","New.0.CleanUp.ReferenceOTU38535",0.136000744,"NS","Goodrich_2016"
"5071","New.0.CleanUp.ReferenceOTU38679",0.008088754,"NS","Goodrich_2016"
"5072","New.0.CleanUp.ReferenceOTU38809",5.37e-14,"NS","Goodrich_2016"
"5073","New.0.CleanUp.ReferenceOTU40432",0.09346927,"NS","Goodrich_2016"
"5074","New.0.CleanUp.ReferenceOTU40634",0.04799917,"NS","Goodrich_2016"
"5075","New.0.CleanUp.ReferenceOTU41112",0.051752098,"NS","Goodrich_2016"
"5076","New.0.CleanUp.ReferenceOTU41645",0.067440703,"NS","Goodrich_2016"
"5077","New.0.CleanUp.ReferenceOTU42074",0.012040237,"NS","Goodrich_2016"
"5078","New.0.CleanUp.ReferenceOTU42164",0.044634223,"NS","Goodrich_2016"
"5079","New.0.CleanUp.ReferenceOTU42266",0.159815848,"NS","Goodrich_2016"
"5080","New.0.CleanUp.ReferenceOTU42292",0.024172269,"NS","Goodrich_2016"
"5081","New.0.CleanUp.ReferenceOTU43402",2.7e-12,"NS","Goodrich_2016"
"5082","New.0.CleanUp.ReferenceOTU44310",1.82e-09,"NS","Goodrich_2016"
"5083","New.0.CleanUp.ReferenceOTU45014",4.43e-11,"NS","Goodrich_2016"
"5084","New.0.CleanUp.ReferenceOTU45098",0.122486359,"NS","Goodrich_2016"
"5085","New.0.CleanUp.ReferenceOTU5167",0.0356385,"NS","Goodrich_2016"
"5086","New.0.CleanUp.ReferenceOTU5373",0.059728345,"NS","Goodrich_2016"
"5087","New.0.CleanUp.ReferenceOTU6926",0.032164077,"NS","Goodrich_2016"
"5088","New.0.CleanUp.ReferenceOTU8867",0.004640604,"NS","Goodrich_2016"
"5089","New.0.ReferenceOTU102",1.81e-12,"NS","Goodrich_2016"
"5090","New.0.ReferenceOTU144",0.104122599,"NS","Goodrich_2016"
"5091","New.0.ReferenceOTU157",0.075273209,"NS","Goodrich_2016"
"5092","New.0.ReferenceOTU162",0.050492578,"NS","Goodrich_2016"
"5093","New.0.ReferenceOTU177",0.143512978,"NS","Goodrich_2016"
"5094","New.0.ReferenceOTU210",3.63e-11,"NS","Goodrich_2016"
"5095","New.0.ReferenceOTU211",0.082802905,"NS","Goodrich_2016"
"5096","New.0.ReferenceOTU220",0.034689797,"NS","Goodrich_2016"
"5097","New.0.ReferenceOTU224",3.09e-09,"NS","Goodrich_2016"
"5098","New.0.ReferenceOTU230",0.088810828,"NS","Goodrich_2016"
"5099","New.0.ReferenceOTU238",0.141176326,"NS","Goodrich_2016"
"5100","New.0.ReferenceOTU241",5.37e-09,"NS","Goodrich_2016"
"5101","New.0.ReferenceOTU254",0.063595069,"NS","Goodrich_2016"
"5102","New.0.ReferenceOTU32",0.02089985,"NS","Goodrich_2016"
"5103","New.0.ReferenceOTU34",0.025769417,"NS","Goodrich_2016"
"5104","New.0.ReferenceOTU71",7.42e-11,"NS","Goodrich_2016"
"5105","New.0.ReferenceOTU80",3.15e-14,"NS","Goodrich_2016"
"5106","New.0.ReferenceOTU87",0.092458836,"NS","Goodrich_2016"
"5107","New.0.ReferenceOTU9",6.23e-12,"NS","Goodrich_2016"
"5108","New.1.CleanUp.ReferenceOTU33249",0.031663309,"NS","Goodrich_2016"
"5109","Unassigned.Other",0.122278118,"NS","Goodrich_2016"
"5110","Unassigned.Other.Other",0.122278118,"NS","Goodrich_2016"
"5111","Unassigned.Other.Other.Other",0.122278118,"NS","Goodrich_2016"
"5112","Unassigned.Other.Other.Other.Other",0.122278118,"NS","Goodrich_2016"
"5113","Unassigned.Other.Other.Other.Other.Other",0.122278118,"NS","Goodrich_2016"
"5114","Archaea",0.2222,"heritable","Lim_2017"
"5115","Archaea|Euryarchaeota",0.2222,"heritable","Lim_2017"
"5116","Archaea|Euryarchaeota|...|Methanobacteriaceae|Methanobrevibacter",0.2085,"heritable","Lim_2017"
"5117","Archaea|Euryarchaeota|...|Methanobacteriales|Methanobacteriaceae",0.2254,"heritable","Lim_2017"
"5118","Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales",0.2254,"heritable","Lim_2017"
"5119","Bacteria",0.2452,"heritable","Lim_2017"
"5120","Bacteria|Actinobacteria",0.4569,"heritable","Lim_2017"
"5121","Bacteria|Actinobacteria|...|Bifidobacteriaceae|Bifidobacterium",0.374,"heritable","Lim_2017"
"5122","Bacteria|Actinobacteria|...|Bifidobacteriales|Bifidobacteriaceae",0.3724,"heritable","Lim_2017"
"5123","Bacteria|Actinobacteria|Actinobacteria",0.4112,"heritable","Lim_2017"
"5124","Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales",0.3724,"heritable","Lim_2017"
"5125","Bacteria|Bacteroidetes",0.252,"heritable","Lim_2017"
"5126","Bacteria|Bacteroidetes|...|[Odoribacteraceae]|Butyricimonas",0.1438,"NS","Lim_2017"
"5127","Bacteria|Bacteroidetes|...|[Odoribacteraceae]|Odoribacter",0.1916,"heritable","Lim_2017"
"5128","Bacteria|Bacteroidetes|...|[Paraprevotellaceae]|[Prevotella]",0.0439,"NS","Lim_2017"
"5129","Bacteria|Bacteroidetes|...|[Paraprevotellaceae]|Paraprevotella",0.1412,"heritable","Lim_2017"
"5130","Bacteria|Bacteroidetes|...|Bacteroidaceae|Bacteroides",0.2381,"heritable","Lim_2017"
"5131","Bacteria|Bacteroidetes|...|Bacteroidales|[Odoribacteraceae]",0.1917,"heritable","Lim_2017"
"5132","Bacteria|Bacteroidetes|...|Bacteroidales|[Paraprevotellaceae]",0.083,"NS","Lim_2017"
"5133","Bacteria|Bacteroidetes|...|Bacteroidales|Bacteroidaceae",0.2383,"heritable","Lim_2017"
"5134","Bacteria|Bacteroidetes|...|Bacteroidales|Porphyromonadaceae",0.1527,"heritable","Lim_2017"
"5135","Bacteria|Bacteroidetes|...|Bacteroidales|Prevotellaceae",0.1487,"NS","Lim_2017"
"5136","Bacteria|Bacteroidetes|...|Bacteroidales|Rikenellaceae",0.1299,"NS","Lim_2017"
"5137","Bacteria|Bacteroidetes|...|Porphyromonadaceae|Parabacteroides",0.1567,"heritable","Lim_2017"
"5138","Bacteria|Bacteroidetes|...|Prevotellaceae|Prevotella",0.1545,"NS","Lim_2017"
"5139","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales",0.2527,"heritable","Lim_2017"
"5140","Bacteria|Cyanobacteria",0.2749,"heritable","Lim_2017"
"5141","Bacteria|Firmicutes",0.1019,"NS","Lim_2017"
"5142","Bacteria|Firmicutes|....|Lachnospiraceae|Coprococcus",0.1628,"heritable","Lim_2017"
"5143","Bacteria|Firmicutes|...|Clostridiaceae|Clostridium",0.1427,"NS","Lim_2017"
"5144","Bacteria|Firmicutes|...|Clostridiales|Christensenellaceae",0.3065,"heritable","Lim_2017"
"5145","Bacteria|Firmicutes|...|Clostridiales|Clostridiaceae",0.3365,"heritable","Lim_2017"
"5146","Bacteria|Firmicutes|...|Clostridiales|Lachnospiraceae",0.1542,"heritable","Lim_2017"
"5147","Bacteria|Firmicutes|...|Clostridiales|Ruminococcaceae",0.0546,"NS","Lim_2017"
"5148","Bacteria|Firmicutes|...|Clostridiales|Veillonellaceae",0.1343,"heritable","Lim_2017"
"5149","Bacteria|Firmicutes|...|Erysipelotrichaceae|[Eubacterium]",0.2831,"heritable","Lim_2017"
"5150","Bacteria|Firmicutes|...|Erysipelotrichaceae|Catenibacterium",0.1208,"NS","Lim_2017"
"5151","Bacteria|Firmicutes|...|Erysipelotrichales|Erysipelotrichaceae",0.1402,"NS","Lim_2017"
"5152","Bacteria|Firmicutes|...|Lachnospiraceae|[Ruminococcus]",0.2084,"heritable","Lim_2017"
"5153","Bacteria|Firmicutes|...|Lachnospiraceae|Anaerostipes",0.012,"NS","Lim_2017"
"5154","Bacteria|Firmicutes|...|Lachnospiraceae|Blautia",0.1946,"heritable","Lim_2017"
"5155","Bacteria|Firmicutes|...|Lachnospiraceae|Dorea",0.0278,"NS","Lim_2017"
"5156","Bacteria|Firmicutes|...|Lachnospiraceae|Lachnospira",0.1533,"heritable","Lim_2017"
"5157","Bacteria|Firmicutes|...|Lachnospiraceae|Roseburia",0,"NS","Lim_2017"
"5158","Bacteria|Firmicutes|...|Lactobacillaceae|Lactobacillus",0.1481,"heritable","Lim_2017"
"5159","Bacteria|Firmicutes|...|Lactobacillales|Lactobacillaceae",0.1708,"heritable","Lim_2017"
"5160","Bacteria|Firmicutes|...|Lactobacillales|Leuconostocaceae",0.1366,"NS","Lim_2017"
"5161","Bacteria|Firmicutes|...|Lactobacillales|Streptococcaceae",0.2909,"heritable","Lim_2017"
"5162","Bacteria|Firmicutes|...|Ruminococcaceae|Faecalibacterium",0.2631,"heritable","Lim_2017"
"5163","Bacteria|Firmicutes|...|Ruminococcaceae|Oscillospira",0.1434,"NS","Lim_2017"
"5164","Bacteria|Firmicutes|...|Ruminococcaceae|Ruminococcus",0.0562,"NS","Lim_2017"
"5165","Bacteria|Firmicutes|...|Streptococcaceae|Streptococcus",0.3186,"heritable","Lim_2017"
"5166","Bacteria|Firmicutes|...|Veillonellaceae|Acidaminococcus",0.1312,"heritable","Lim_2017"
"5167","Bacteria|Firmicutes|...|Veillonellaceae|Dialister",0.1636,"heritable","Lim_2017"
"5168","Bacteria|Firmicutes|...|Veillonellaceae|Megamonas",0.2177,"heritable","Lim_2017"
"5169","Bacteria|Firmicutes|...|Veillonellaceae|Megasphaera",0.1375,"heritable","Lim_2017"
"5170","Bacteria|Firmicutes|...|Veillonellaceae|Phascolarctobacterium",0.3549,"heritable","Lim_2017"
"5171","Bacteria|Firmicutes|...|Veillonellaceae|Succiniclasticum",0.0139,"NS","Lim_2017"
"5172","Bacteria|Firmicutes|...|Veillonellaceae|Veillonella",0.2168,"heritable","Lim_2017"
"5173","Bacteria|Firmicutes|Bacilli",0.3528,"heritable","Lim_2017"
"5174","Bacteria|Firmicutes|Bacilli|Lactobacillales",0.3283,"heritable","Lim_2017"
"5175","Bacteria|Firmicutes|Clostridia",0.0719,"NS","Lim_2017"
"5176","Bacteria|Firmicutes|Clostridia|Clostridiales",0.0693,"NS","Lim_2017"
"5177","Bacteria|Fusobacteria|...|Fusobacteriales|Fusobacteriaceae",0.0946,"NS","Lim_2017"
"5178","Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales",0.1037,"NS","Lim_2017"
"5179","Bacteria|Proteobacteria",0.1385,"heritable","Lim_2017"
"5180","Bacteria|Proteobacteria|...|Alcaligenaceae|Sutterella",0.1361,"NS","Lim_2017"
"5181","Bacteria|Proteobacteria|...|Burkholderiales|Alcaligenaceae",0.1344,"NS","Lim_2017"
"5182","Bacteria|Proteobacteria|...|Desulfovibrionaceae|Bilophila",0.0501,"NS","Lim_2017"
"5183","Bacteria|Proteobacteria|...|Desulfovibrionaceae|Desulfovibrio",0.1095,"NS","Lim_2017"
"5184","Bacteria|Proteobacteria|...|Desulfovibrionales|Desulfovibrionaceae",0.1012,"NS","Lim_2017"
"5185","Bacteria|Proteobacteria|...|Enterobacteriaceae|Klebsiella",0.1875,"NS","Lim_2017"
"5186","Bacteria|Proteobacteria|...|Enterobacteriales|Enterobacteriaceae",0.2592,"heritable","Lim_2017"
"5187","Bacteria|Proteobacteria|...|Pasteurellaceae|Haemophilus",0.2727,"heritable","Lim_2017"
"5188","Bacteria|Proteobacteria|...|Pasteurellales|Pasteurellaceae",0.2899,"heritable","Lim_2017"
"5189","Bacteria|Proteobacteria|Betaproteobacteria",0.073,"NS","Lim_2017"
"5190","Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales",0.0759,"NS","Lim_2017"
"5191","Bacteria|Proteobacteria|Deltaproteobacteria",0.0987,"NS","Lim_2017"
"5192","Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales",0.101,"NS","Lim_2017"
"5193","Bacteria|Proteobacteria|Gammaproteobacteria",0.235,"heritable","Lim_2017"
"5194","Bacteria|Tenericutes",0.2294,"heritable","Lim_2017"
"5195","Bacteria|Tenericutes|Mollicutes",0.2287,"heritable","Lim_2017"
"5196","Bacteria|Verrucomicrobia",0.0533,"NS","Lim_2017"
"5197","Bacteria|Verrucomicrobia|...|Verrucomicrobiaceae|Akkermansia",0.0614,"NS","Lim_2017"
"5198","Bacteria|Verrucomicrobia|...|Verrucomicrobiales|Verrucomicrobiaceae",0.0635,"NS","Lim_2017"
"5199","p_Actinobacteria",0.28,"NS","Turpin_2016"
"5200","p_Actinobacteria|c_Actinobacteria",0.22,"NS","Turpin_2016"
"5201","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales",0.08,"NS","Turpin_2016"
"5202","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae",0.12,"NS","Turpin_2016"
"5203","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces",0.09,"NS","Turpin_2016"
"5204","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Mobiluncus",0.02,"NS","Turpin_2016"
"5205","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Undefined*",0,"NS","Turpin_2016"
"5206","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Varibaculum",0.29,"NS","Turpin_2016"
"5207","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Corynebacteriaceae",0.09,"NS","Turpin_2016"
"5208","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Corynebacteriaceae|g_Corynebacterium",0.09,"NS","Turpin_2016"
"5209","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Micrococcaceae",0.21,"NS","Turpin_2016"
"5210","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Micrococcaceae|g_Rothia",0.21,"NS","Turpin_2016"
"5211","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales",0.23,"NS","Turpin_2016"
"5212","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae",0.23,"NS","Turpin_2016"
"5213","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium",0.23,"NS","Turpin_2016"
"5214","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Scardovia",0.27,"NS","Turpin_2016"
"5215","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Undefined*",0,"NS","Turpin_2016"
"5216","p_Actinobacteria|c_Coriobacteriia",0.24,"NS","Turpin_2016"
"5217","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales",0.24,"NS","Turpin_2016"
"5218","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae",0.24,"NS","Turpin_2016"
"5219","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Adlercreutzia",0.43,"NS","Turpin_2016"
"5220","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Atopobium*",0,"NS","Turpin_2016"
"5221","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Collinsella",0.29,"NS","Turpin_2016"
"5222","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Eggerthella*",0,"NS","Turpin_2016"
"5223","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Slackia",0.4,"NS","Turpin_2016"
"5224","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Undefined",0.5,"NS","Turpin_2016"
"5225","p_Bacteroidetes",0.33,"NS","Turpin_2016"
"5226","p_Bacteroidetes|c_Bacteroidia",0.33,"NS","Turpin_2016"
"5227","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales",0.33,"NS","Turpin_2016"
"5228","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae",0.58,"heritable","Turpin_2016"
"5229","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides",0.58,"heritable","Turpin_2016"
"5230","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae",0.32,"NS","Turpin_2016"
"5231","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Other",0.32,"NS","Turpin_2016"
"5232","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae",0.34,"NS","Turpin_2016"
"5233","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas",0.2,"NS","Turpin_2016"
"5234","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Odoribacter",0.42,"NS","Turpin_2016"
"5235","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Paraprevotellaceae",0.35,"NS","Turpin_2016"
"5236","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Paraprevotellaceae|g_Paraprevotella",0.35,"NS","Turpin_2016"
"5237","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae",0.54,"heritable","Turpin_2016"
"5238","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Parabacteroides",0.57,"heritable","Turpin_2016"
"5239","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas",0.11,"NS","Turpin_2016"
"5240","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae",0.37,"NS","Turpin_2016"
