"","trait","h2_estimate","is_heritable","dataset"
"3119","4404181",3.93e-12,"NS","Goodrich_2014_Yatsunenko"
"3120","4404187",0,"NS","Goodrich_2014_Yatsunenko"
"3121","4404507",3.84e-14,"NS","Goodrich_2014_Yatsunenko"
"3122","4405104",0.228958172,"NS","Goodrich_2014_TwinsUK"
"3123","4405104",0.052485913,"NS","Goodrich_2014_Yatsunenko"
"3124","4405106",0,"NS","Goodrich_2014_Yatsunenko"
"3125","4405146",0.033959287,"NS","Goodrich_2014_TwinsUK"
"3126","4405146",0.353152934,"NS","Goodrich_2014_Yatsunenko"
"3127","4405423",0.355145214,"NS","Goodrich_2014_Yatsunenko"
"3128","4405482",4.74e-12,"NS","Goodrich_2014_Yatsunenko"
"3129","4405669",0.026645406,"NS","Goodrich_2014_Yatsunenko"
"3130","4406782",2.73e-14,"NS","Goodrich_2014_Yatsunenko"
"3131","4406795",2.87e-16,"NS","Goodrich_2014_Yatsunenko"
"3132","4406925",0.197821908,"NS","Goodrich_2014_Yatsunenko"
"3133","4407030",1.47e-25,"NS","Goodrich_2014_Yatsunenko"
"3134","4407603",0.176115441,"NS","Goodrich_2014_Yatsunenko"
"3135","4407939",0.228353402,"NS","Goodrich_2014_Yatsunenko"
"3136","4408801",0.235085141,"NS","Goodrich_2014_TwinsUK"
"3137","4408801",9.79e-16,"NS","Goodrich_2014_Yatsunenko"
"3138","4409280",0.137901283,"NS","Goodrich_2014_TwinsUK"
"3139","4409730",3.5e-41,"NS","Goodrich_2014_Turnbaugh"
"3140","4410097",0.491866126,"heritable","Goodrich_2014_Yatsunenko"
"3141","4410166",0.222999238,"NS","Goodrich_2014_Yatsunenko"
"3142","4410638",0.376509486,"NS","Goodrich_2014_Turnbaugh"
"3143","4410881",6.41e-16,"NS","Goodrich_2014_Yatsunenko"
"3144","4410988",0.187457049,"NS","Goodrich_2014_Yatsunenko"
"3145","4411138",0.409162783,"NS","Goodrich_2014_Yatsunenko"
"3146","4411875",0.259893763,"NS","Goodrich_2014_Yatsunenko"
"3147","4412022",0.25014001,"NS","Goodrich_2014_Yatsunenko"
"3148","4412168",0.229258287,"NS","Goodrich_2014_Yatsunenko"
"3149","4412540",0.295776598,"heritable","Goodrich_2014_TwinsUK"
"3150","4412540",0.499392969,"NS","Goodrich_2014_Yatsunenko"
"3151","4412541",3.6e-12,"NS","Goodrich_2014_Turnbaugh"
"3152","4412546",0.402435476,"NS","Goodrich_2014_Yatsunenko"
"3153","4413347",2.49e-14,"NS","Goodrich_2014_Yatsunenko"
"3154","4413619",1.07e-15,"NS","Goodrich_2014_Yatsunenko"
"3155","4414044",0.431098092,"NS","Goodrich_2014_Yatsunenko"
"3156","4414420",0.367378036,"NS","Goodrich_2014_Yatsunenko"
"3157","4414476",1.83e-12,"NS","Goodrich_2014_TwinsUK"
"3158","4414478",0.112787489,"NS","Goodrich_2014_Yatsunenko"
"3159","4414488",0.395804817,"NS","Goodrich_2014_Yatsunenko"
"3160","4414725",2.9e-13,"NS","Goodrich_2014_Yatsunenko"
"3161","4414821",8.02e-15,"NS","Goodrich_2014_Yatsunenko"
"3162","44151",0.116145501,"NS","Goodrich_2014_TwinsUK"
"3163","4415390",1.53e-18,"NS","Goodrich_2014_Yatsunenko"
"3164","4415965",0.195503605,"NS","Goodrich_2014_Yatsunenko"
"3165","4416646",3.39e-15,"NS","Goodrich_2014_Yatsunenko"
"3166","4416763",6.36e-14,"NS","Goodrich_2014_Yatsunenko"
"3167","4416951",0.021423373,"NS","Goodrich_2014_Yatsunenko"
"3168","4417325",1.75e-12,"NS","Goodrich_2014_Yatsunenko"
"3169","4418496",0.125423251,"NS","Goodrich_2014_Yatsunenko"
"3170","4418862",0.08055537,"NS","Goodrich_2014_Yatsunenko"
"3171","4419459",0.216330652,"NS","Goodrich_2014_TwinsUK"
"3172","4419459",0.129748598,"NS","Goodrich_2014_Yatsunenko"
"3173","4419650",0.105256206,"NS","Goodrich_2014_TwinsUK"
"3174","4420408",3.23e-41,"NS","Goodrich_2014_TwinsUK"
"3175","4420417",7.62e-15,"NS","Goodrich_2014_Yatsunenko"
"3176","4420959",0.405816454,"NS","Goodrich_2014_Yatsunenko"
"3177","4421128",0.259005843,"NS","Goodrich_2014_Yatsunenko"
"3178","4421273",0.293757816,"NS","Goodrich_2014_TwinsUK"
"3179","4422656",0.23876164,"NS","Goodrich_2014_Yatsunenko"
"3180","4422727",1.42e-15,"NS","Goodrich_2014_Yatsunenko"
"3181","4423384",0.077022895,"NS","Goodrich_2014_Yatsunenko"
"3182","4424111",0.232054305,"heritable","Goodrich_2014_Yatsunenko"
"3183","4424239",4.66e-12,"NS","Goodrich_2014_TwinsUK"
"3184","4424239",0.037551214,"NS","Goodrich_2014_Yatsunenko"
"3185","4425214",6.48e-13,"NS","Goodrich_2014_TwinsUK"
"3186","4425214",0.032662585,"NS","Goodrich_2014_Yatsunenko"
"3187","4425368",0.680660711,"heritable","Goodrich_2014_Yatsunenko"
"3188","4425571",7.51e-11,"NS","Goodrich_2014_TwinsUK"
"3189","4425663",3.59e-12,"NS","Goodrich_2014_TwinsUK"
"3190","4425663",0.079809995,"NS","Goodrich_2014_Yatsunenko"
"3191","4425669",0.09982799,"NS","Goodrich_2014_TwinsUK"
"3192","4425669",0.284993221,"NS","Goodrich_2014_Yatsunenko"
"3193","4426051",1.03e-13,"NS","Goodrich_2014_Yatsunenko"
"3194","4426266",7.32e-15,"NS","Goodrich_2014_Yatsunenko"
"3195","4426298",0.1359799,"heritable","Goodrich_2014_TwinsUK"
"3196","4426298",2.74e-14,"NS","Goodrich_2014_Yatsunenko"
"3197","4426873",2.81e-15,"NS","Goodrich_2014_Yatsunenko"
"3198","4426874",0.395430786,"NS","Goodrich_2014_Yatsunenko"
"3199","4427290",0.091738181,"NS","Goodrich_2014_TwinsUK"
"3200","4427290",0.716969536,"heritable","Goodrich_2014_Yatsunenko"
"3201","4427459",5.82e-14,"NS","Goodrich_2014_Yatsunenko"
"3202","4428676",0.229482909,"NS","Goodrich_2014_TwinsUK"
"3203","4428676",8.33e-16,"NS","Goodrich_2014_Yatsunenko"
"3204","4428714",0.185799394,"NS","Goodrich_2014_TwinsUK"
"3205","4428714",0.255392115,"NS","Goodrich_2014_Yatsunenko"
"3206","4429335",0.389832461,"heritable","Goodrich_2014_Yatsunenko"
"3207","4429536",2.15e-10,"NS","Goodrich_2014_Yatsunenko"
"3208","4429608",0.533572714,"NS","Goodrich_2014_Yatsunenko"
"3209","4429783",6.09e-13,"NS","Goodrich_2014_Yatsunenko"
"3210","4431545",0.191201026,"NS","Goodrich_2014_TwinsUK"
"3211","4431545",1.15e-12,"NS","Goodrich_2014_Yatsunenko"
"3212","4431558",4.22e-14,"NS","Goodrich_2014_Yatsunenko"
"3213","4432433",0.14087428,"NS","Goodrich_2014_Yatsunenko"
"3214","4432891",0.15642362,"NS","Goodrich_2014_Yatsunenko"
"3215","4433737",0.142189877,"NS","Goodrich_2014_Yatsunenko"
"3216","4433823",0.304571657,"NS","Goodrich_2014_Yatsunenko"
"3217","4433947",0.111532498,"NS","Goodrich_2014_TwinsUK"
"3218","4434334",1.64e-13,"NS","Goodrich_2014_TwinsUK"
"3219","4434334",0.212329311,"NS","Goodrich_2014_Turnbaugh"
"3220","4434334",0.367977779,"NS","Goodrich_2014_Yatsunenko"
"3221","4435400",0,"NS","Goodrich_2014_TwinsUK"
"3222","4435400",0.081923492,"NS","Goodrich_2014_Yatsunenko"
"3223","4435655",0.397977974,"NS","Goodrich_2014_Yatsunenko"
"3224","4435664",9.55e-27,"NS","Goodrich_2014_TwinsUK"
"3225","4435664",0.053052511,"NS","Goodrich_2014_Yatsunenko"
"3226","4435690",0.217213561,"NS","Goodrich_2014_Yatsunenko"
"3227","4435934",0.435442648,"heritable","Goodrich_2014_Yatsunenko"
"3228","4436552",0.041605219,"NS","Goodrich_2014_TwinsUK"
"3229","4437359",0.151682557,"NS","Goodrich_2014_TwinsUK"
"3230","4437362",0.652000517,"NS","Goodrich_2014_Yatsunenko"
"3231","4437364",0.351169717,"NS","Goodrich_2014_Yatsunenko"
"3232","4437368",4.95e-14,"NS","Goodrich_2014_Yatsunenko"
"3233","4437515",0.157444241,"NS","Goodrich_2014_Yatsunenko"
"3234","4437814",8.87e-12,"NS","Goodrich_2014_TwinsUK"
"3235","4437917",0.374038758,"NS","Goodrich_2014_Yatsunenko"
"3236","4438983",0.218313537,"NS","Goodrich_2014_TwinsUK"
"3237","4439360",0.040262138,"NS","Goodrich_2014_TwinsUK"
"3238","4439469",4.31e-15,"NS","Goodrich_2014_TwinsUK"
"3239","4439469",1.03e-14,"NS","Goodrich_2014_Turnbaugh"
"3240","4439469",9.27e-14,"NS","Goodrich_2014_Yatsunenko"
"3241","4439530",0.143730571,"NS","Goodrich_2014_Yatsunenko"
"3242","4439603",2.56e-14,"NS","Goodrich_2014_TwinsUK"
"3243","4440301",0,"NS","Goodrich_2014_Yatsunenko"
